product_id,product_name,warehouse_id,stock_qty,reorder_level,safety_stock,inventory_value
P04318,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,1356,268,284,45207.24
P04319,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,3274,112,127,75483.49
P04320,"Lamivudine 150mg, tablets, 60 Tabs",WH003,3517,203,106,96756.93
P04321,"Nevirapine 200mg, tablets, 60 Tabs",WH003,3050,454,272,2184.13
P04322,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,3611,422,227,1351940.9
P04323,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,2570,414,249,172469.78
P04324,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,3420,411,84,750675.89
P04325,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH002,1577,157,139,12455.72
P04326,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,1259,366,256,372072.18
P04327,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,233,492,87,229398.39
P04328,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH003,4540,54,275,1762.7
P04329,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,235,348,68,394545.49
P04330,"Stavudine 1mg/ml, powder for oral solution, 200 ml",WH004,3055,317,246,6393.05
P04331,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH003,3566,419,121,4761.32
P04332,"Indinavir 400mg [Crixivan], capsules, 180 Caps",WH003,3322,448,91,1016.04
P04333,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH002,4502,231,293,30278.62
P04334,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH001,134,168,79,4759.09
P04335,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",WH003,3799,97,57,84333.81
P04336,"Efavirenz 600mg, tablets, 30 Tabs",WH004,1664,438,40,139371.55
P04337,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,619,310,276,12518.32
P04338,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3754,252,174,80829.22
P04339,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,2630,405,285,164117.04
P04340,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH003,3120,446,64,2686.08
P04341,"Efavirenz 600mg, tablets, 30 Tabs",WH004,4164,432,244,421388.22
P04342,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",WH002,2929,278,110,123277.84
P04343,"Efavirenz 600mg, tablets, 30 Tabs",WH002,1338,164,131,229168.54
P04344,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH002,3733,464,172,7875.65
P04345,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH001,3744,380,115,926042.58
P04346,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,1591,432,187,528081.31
P04347,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",WH004,2870,447,173,12401.0
P04348,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH003,2427,175,210,305.7
P04349,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH004,2548,451,292,15787.78
P04350,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH002,2181,286,263,84760.07
P04351,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH003,987,179,71,10988.98
P04352,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH001,112,213,245,29209.71
P04353,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",WH003,1138,216,255,2767.61
P04354,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH001,3194,370,25,1962.67
P04355,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH004,2726,223,47,7480.87
P04356,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",WH003,1306,442,290,1604.1
P04357,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH004,1040,381,175,10632.8
P04358,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,4943,373,113,940541.61
P04359,"Atazanavir 150mg, capsules, 60 Caps",WH004,456,328,258,15918.83
P04360,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,4453,486,52,1045875.88
P04361,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH004,1985,450,261,73.08
P04362,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,562,375,220,7375.69
P04363,"Efavirenz 600mg, tablets, 30 Tabs",WH003,4829,158,227,226836.82
P04364,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",WH004,161,121,34,423.41
P04365,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",WH002,1083,448,274,15961.11
P04366,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,4919,382,207,145498.19
P04367,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH003,3489,114,109,27.51
P04368,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,1935,382,89,546079.05
P04369,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",WH002,1026,249,79,3160.96
P04370,"Stavudine 30mg, capsules, 60 Caps",WH002,2236,427,264,46140.87
P04371,"Lamivudine 150mg, tablets, 60 Tabs",WH003,779,449,102,67732.85
P04372,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,2033,273,156,258279.16
P04373,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH003,4113,191,270,241267.83
P04374,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",WH004,1236,305,205,42419.11
P04375,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH001,3772,281,73,31638.8
P04376,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",WH001,4203,493,204,8571.29
P04377,"Efavirenz 50mg, capsule, 30 Caps",WH002,2282,444,155,3192.37
P04378,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",WH003,3397,138,158,96.88
P04379,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,1289,437,170,428702.7
P04380,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",WH001,2008,377,285,1904.28
P04381,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH003,4358,444,278,1395776.05
P04382,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,2362,496,232,241991.47
P04383,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,3750,359,275,28716.01
P04384,"Zidovudine 300mg, tablets, 60 Tabs",WH002,3324,325,258,1086367.14
P04385,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,792,383,155,48839.21
P04386,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,1099,167,79,269710.93
P04387,"Stavudine 20mg [Zerit], capsules, 60 Caps",WH002,4431,264,33,2071.22
P04388,"Abacavir 300mg, tablets, 60 Tabs",WH004,387,221,210,127022.2
P04389,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH003,1998,445,200,7355.4
P04390,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH003,3837,239,241,3635.66
P04391,"Abacavir 300mg, tablets, 60 Tabs",WH004,4255,291,106,101265.33
P04392,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",WH001,1369,492,111,35372.12
P04393,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",WH001,726,224,121,681.2
P04394,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,4176,446,201,130161.21
P04395,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH001,4784,272,44,12995.46
P04396,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH004,2849,481,135,10982.67
P04397,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",WH004,4296,322,243,4987.9
P04398,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,4493,432,161,133856.96
P04399,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",WH001,1480,286,299,1029.73
P04400,"Lamivudine 150mg, tablets, 60 Tabs",WH002,3397,245,133,13101.87
P04401,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,4895,169,121,116418.88
P04402,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH002,3283,246,148,32371.36
P04403,"Efavirenz 200mg, capsule, 90 Caps",WH003,1425,326,62,22307.02
P04404,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH001,3416,389,113,876129.07
P04405,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,1853,443,159,1040.23
P04406,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",WH001,1076,85,250,8154.37
P04407,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",WH004,4589,470,58,15017.96
P04408,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,1842,328,285,58586.18
P04409,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",WH003,1960,151,191,843916.22
P04410,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH003,2760,51,208,1525684.79
P04411,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH004,4393,366,294,809.91
P04412,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",WH003,2840,297,252,6789.6
P04413,"Abacavir 300mg, tablets, 60 Tabs",WH003,2021,257,163,4848.28
P04414,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,539,261,286,451526.3
P04415,"Efavirenz 600mg, tablets, 30 Tabs",WH001,4818,135,295,146523.99
P04416,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",WH004,1533,107,185,3823.34
P04417,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH004,1849,466,38,215561.31
P04418,"Zidovudine 300mg, tablets, 60 Tabs",WH001,3769,327,170,1764.21
P04419,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",WH001,1699,315,299,119252.55
P04420,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH003,4338,305,237,13699.34
P04421,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",WH004,1938,168,225,27491.57
P04422,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",WH001,4619,397,122,371084.41
P04423,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,3167,464,166,390889.13
P04424,"Efavirenz 600mg, tablets, 30 Tabs",WH001,1738,156,266,156135.39
P04425,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,262,129,48,707.62
P04426,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",WH003,3571,421,244,593.6
P04427,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,3651,401,103,132154.5
P04428,"Efavirenz 200mg, capsule, 90 Caps",WH002,3391,212,99,432.64
P04429,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH001,4534,426,282,644587.61
P04430,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH004,3412,285,116,13711.48
P04431,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,2127,346,108,446279.05
P04432,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",WH003,3727,470,237,357812.04
P04433,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,1692,253,103,696206.27
P04434,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH003,3633,399,197,36128.23
P04435,"Efavirenz 200mg, capsule, 90 Caps",WH003,4777,123,267,2231.94
P04436,"Saquinavir 200mg [Invirase], capsules, 270 Caps",WH004,1305,470,270,1494.88
P04437,"Nevirapine 200mg, tablets, 60 Tabs",WH001,1232,230,109,17839.91
P04438,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH003,169,185,273,73884.22
P04439,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",WH004,1557,267,88,4119.84
P04440,"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",WH003,1589,365,125,111522.0
P04441,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,1539,356,243,12088.3
P04442,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",WH001,1205,165,230,190357.47
P04443,"Lamivudine 150mg, tablets, 60 Tabs",WH004,4122,418,251,158905.21
P04444,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,1085,128,140,1198134.18
P04445,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,4460,137,292,619739.18
P04446,"Nevirapine 200mg, tablets, 60 Tabs",WH001,4376,342,233,17671.38
P04447,"Efavirenz 50mg, capsule, 30 Caps",WH004,4595,399,164,685.88
P04448,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH004,123,288,264,69067.94
P04449,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,2573,358,243,5780.32
P04450,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",WH003,1261,192,285,97368.39
P04451,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH001,3733,312,91,20500.86
P04452,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",WH004,741,129,218,88254.06
P04453,"Efavirenz 50mg, capsule, 30 Caps",WH002,174,99,279,12.83
P04454,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,2699,138,154,876314.83
P04455,"Zidovudine 300mg, tablets, 60 Tabs",WH002,1746,397,197,12313.53
P04456,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH001,2628,450,264,44154.01
P04457,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",WH004,3877,284,225,447.07
P04458,"Nevirapine 200mg, tablets, 60 Tabs",WH004,4967,299,237,17302.87
P04459,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",WH003,4690,345,291,120.44
P04460,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH003,1219,234,125,725008.46
P04461,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",WH004,437,410,273,23561.11
P04462,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH004,2694,111,192,34680.4
P04463,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,2990,161,145,48.31
P04464,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",WH002,3528,360,135,2285477.1
P04465,"Darunavir 300mg [Prezista], tablets, 120 Tabs",WH002,1832,123,62,17300.89
P04466,"Efavirenz 600mg, tablets, 30 Tabs",WH003,1660,398,113,310923.44
P04467,"Efavirenz 600mg, tablets, 30 Tabs",WH003,3753,419,63,8333.22
P04468,"Stavudine 15mg, capsules, 60 Caps",WH003,2413,312,133,24.4
P04469,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,4084,356,253,7902.14
P04470,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,4642,83,207,187441.76
P04471,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH003,403,361,287,30.75
P04472,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH001,4070,92,67,14804.29
P04473,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH004,1364,291,128,71379.69
P04474,"Efavirenz 50mg, capsule, 30 Caps",WH002,898,51,186,595.91
P04475,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,442,141,31,91126.32
P04476,"Zidovudine 300mg, tablets, 60 Tabs",WH001,618,119,283,69835.96
P04477,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH001,997,268,191,6441.26
P04478,"Efavirenz 600mg, tablets, 30 Tabs",WH002,129,406,35,231343.87
P04479,"Abacavir 300mg, tablets, 60 Tabs",WH003,1318,207,123,2676.83
P04480,"Nevirapine 200mg, tablets, 60 Tabs",WH003,187,442,130,74448.18
P04481,"Abacavir 300mg, tablets, 60 Tabs",WH003,566,58,89,964.97
P04482,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,3181,374,150,272875.26
P04483,"Efavirenz 600mg, tablets, 30 Tabs",WH004,4343,71,199,386823.03
P04484,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",WH001,1362,333,216,4880.34
P04485,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",WH001,2405,141,161,5279.86
P04486,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",WH004,1779,447,232,172007.91
P04487,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,3187,104,109,133756.8
P04488,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",WH001,4390,464,230,60448.9
P04489,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH002,1029,109,264,254.62
P04490,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,793,229,223,124876.95
P04491,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",WH001,3732,403,218,880.3
P04492,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH003,1051,112,196,96036.62
P04493,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,4919,396,71,98139.1
P04494,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH002,4338,87,89,141.31
P04495,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",WH003,1779,428,185,2642.21
P04496,"Nevirapine 200mg, tablets, 60 Tabs",WH002,446,365,125,109538.26
P04497,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",WH003,3479,457,149,48.27
P04498,"Abacavir 300mg, tablets, 60 Tabs",WH001,4366,87,239,287633.3
P04499,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,320,269,115,12944.79
P04500,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",WH003,1574,462,63,15941.4
P04501,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,2118,263,245,38876.89
P04502,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",WH001,1897,377,201,241384.06
P04503,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,4963,163,70,402114.23
P04504,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",WH004,2624,443,243,98.92
P04505,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",WH002,3933,298,40,9293.3
P04506,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",WH003,4477,425,226,666.55
P04507,"Zidovudine 300mg, tablets, 60 Tabs",WH003,278,91,297,89.47
P04508,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",WH002,964,264,285,145336.07
P04509,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,110,176,150,310400.49
P04510,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,4413,452,39,183304.2
P04511,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,549,367,44,273160.59
P04512,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH002,2965,270,26,156178.68
P04513,"Stavudine 30mg, capsules, 60 Caps",WH001,1240,140,257,11672.51
P04514,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,1339,341,192,532171.81
P04515,"Indinavir 400mg [Crixivan], capsules, 180 Caps",WH003,3019,153,283,103218.84
P04516,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",WH002,3711,234,103,4615.02
P04517,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH004,3910,245,144,235790.5
P04518,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH004,2012,373,59,335953.53
P04519,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",WH002,651,304,117,803.04
P04520,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH003,4325,235,243,30.35
P04521,"Zidovudine 300mg, tablets, 60 Tabs",WH004,2801,243,203,302038.9
P04522,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",WH003,1052,361,230,48770.13
P04523,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH003,4055,209,174,14554.28
P04524,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH004,2076,259,240,20525.01
P04525,"Efavirenz 600mg, tablets, 30 Tabs",WH003,1222,156,60,106336.61
P04526,"Efavirenz 600mg, tablets, 30 Tabs",WH002,502,182,297,517.81
P04527,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,4772,424,111,295272.24
P04528,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,2340,130,259,248594.43
P04529,"Efavirenz 50mg, capsule, 30 Caps",WH002,4460,149,168,243.29
P04530,"Nevirapine 200mg, tablets, 60 Tabs",WH001,2476,367,174,276878.46
P04531,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",WH004,1303,454,241,480.49
P04532,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,1396,131,214,682504.56
P04533,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",WH001,4125,173,188,35526.39
P04534,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",WH002,716,433,185,38241.86
P04535,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,4074,81,176,120245.82
P04536,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH004,989,56,113,116861.5
P04537,"Abacavir 300mg, tablets, 60 Tabs",WH004,2912,464,75,412901.58
P04538,"Efavirenz 50mg, capsule, 30 Caps",WH001,3104,284,283,90.79
P04539,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",WH001,4088,185,44,328727.17
P04540,"Nevirapine 200mg, tablets, 60 Tabs",WH003,4937,259,159,20390.78
P04541,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",WH001,2302,254,152,50734.45
P04542,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,1740,252,101,210683.83
P04543,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",WH004,4973,473,227,1156.38
P04544,"Nevirapine 200mg, tablets, 60 Tabs",WH004,3983,66,115,76.98
P04545,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH001,1590,250,160,16766.17
P04546,"Didanosine 250mg, delayed-release capsules, 30 Caps",WH002,3389,186,176,38.53
P04547,"Atazanavir 300mg, capsules, 30 Caps",WH002,4592,381,229,70630.99
P04548,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,3093,486,281,339.21
P04549,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,3722,445,210,264173.97
P04550,"HIV 1/2, HEXAGON Rapid HIV Kit, 100 Tests",WH002,1104,395,163,4950.61
P04551,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH001,4174,150,122,62482.17
P04552,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",WH002,1934,339,54,137966.59
P04553,"Abacavir 300mg, tablets, 60 Tabs",WH001,2920,93,206,5865.65
P04554,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH003,3122,121,94,134074.45
P04555,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH002,453,273,55,283778.4
P04556,"Zidovudine 100mg, capsules, 100 Caps",WH001,4599,218,64,3104.13
P04557,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH003,1187,341,299,1555741.81
P04558,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",WH003,4347,76,217,78828.16
P04559,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH004,1463,143,260,202429.56
P04560,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH003,932,169,276,140475.7
P04561,"Lamivudine 150mg, tablets, 60 Tabs",WH003,1847,335,150,262153.53
P04562,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",WH001,793,385,214,924071.38
P04563,"Didanosine 400mg, delayed-release capsules, 30 Caps",WH002,868,233,83,9499.72
P04564,"Efavirenz 600mg, tablets, 30 Tabs",WH002,1110,435,53,603357.48
P04565,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",WH002,3454,238,230,584.59
P04566,"HIV 1/2, HEXAGON Rapid HIV Kit, 100 Tests",WH004,2712,176,164,2707.46
P04567,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",WH001,722,57,146,162123.34
P04568,"Nevirapine 200mg, tablets, 60 Tabs",WH001,4031,320,138,122125.24
P04569,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",WH001,812,57,57,1969.77
P04570,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,3382,397,26,25975.54
P04571,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",WH002,2163,311,210,215445.44
P04572,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",WH003,2642,212,289,23766.86
P04573,"Efavirenz 600mg, tablets, 30 Tabs",WH003,3362,139,250,4894.09
P04574,"Efavirenz 50mg, capsule, 30 Caps",WH002,831,250,270,210770.3
P04575,"Didanosine 200mg, delayed-release capsules, 30 Caps",WH004,2050,119,240,914.53
P04576,"Saquinavir 200mg [Invirase], capsules, 270 Caps",WH003,2792,411,278,66413.31
P04577,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",WH004,856,228,180,87900.87
P04578,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",WH002,1173,487,184,142836.21
P04579,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH002,2792,233,231,1249992.05
P04580,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",WH003,2701,352,172,398.43
P04581,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",WH004,2078,170,211,104078.32
P04582,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",WH003,2575,265,253,1522.91
P04583,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",WH001,3066,497,127,813507.43
P04584,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",WH002,3838,197,75,4468.43
P04585,"Abacavir 300mg, tablets, 60 Tabs",WH003,2107,432,241,6028.16
